uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,reference-term-source,reference-term-code,reference-term-relationship
0b15e99e-a5c9-11e6-89ee-083e8ecc6d28,Pain increases while sitting,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b15fd2c-a5c9-11e6-ad6e-083e8ecc6d28,Pain in the joints,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b15fd2d-a5c9-11e6-a957-083e8ecc6d28,Pain in the unaffected part of body,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b1610b4-a5c9-11e6-89eb-083e8ecc6d28,Painful ulcers,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b162442-a5c9-11e6-aa80-083e8ecc6d28,Experience sense of failure?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b1637cc-a5c9-11e6-a51c-083e8ecc6d28,Fear something bad might happen to you?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b164b58-a5c9-11e6-bdaf-083e8ecc6d28,Discouraged / tensed about the future?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b165ee2-a5c9-11e6-8b05-083e8ecc6d28,Feeling neglected by friends and family members?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b165ee3-a5c9-11e6-bd19-083e8ecc6d28,Feeling lonely?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b16860c-a5c9-11e6-8086-083e8ecc6d28,Feeling tensed about your disease?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b16ad2c-a5c9-11e6-8b06-083e8ecc6d28,Find it difficult in concentration & memory?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b16d440-a5c9-11e6-b2d0-083e8ecc6d28,Has your lifestyle changed after getting  the disease?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b16d441-a5c9-11e6-ab9a-083e8ecc6d28,Do you have problem in moving around freely without feeling self-conscious?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b16fb54-a5c9-11e6-bdad-083e8ecc6d28,Do you have problem in approaching people in the community?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b172268-a5c9-11e6-9e5c-083e8ecc6d28,Do you have problem joining in social activities/get together?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
0b174980-a5c9-11e6-98b5-083e8ecc6d28,How much problem you have faced because of ill health?,,Misc,,Coded,,,,,,,No problem,Mild,Moderate,Severe,Most Severe,NA,,,,,,,,,
