Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,reference-term-source,reference-term-code,reference-term-relationship
Pre and post IMLD yoga,Post IMLD yoga,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,"Rounds you practice Padanguli namana, Gulfa namana and Gulfa chakrasana in a day?",Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,Any difficulties while doing yoga?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre and post IMLD yoga,How are you performing yoga?,Misc,Coded,,,,,,,Sitting on floor,Sitting on bed,Sitting on bench,Sitting on cot,,,,,,,,,,,,,,,,,,,
IMLD,Whether massage is practiced regularly,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Nodal drainage for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing Unmardhana?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Unmardhana for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing Udhwardhana?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Udhwardhana for how long?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Are you practicing breathing coordination during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD,Who practices IMLD?,Misc,Coded,,,,,,,Self,Trained bystander,,,,,,,,,,,,,,,,,,,,,
Compression,Do you use compression bandage or stockings?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Whether toe compression is practiced regularly?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,"If yes, do you see any change by using toe compression?",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you wrapping cloths/top C net after IMLD and before compression?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,How often do you change the CCF,Misc,Coded,,,,,,,When it spoils?,Regularly,,,,,,,,,,,,,,,,,,,,,
Compression,After how many days?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you placing MCR moulds,Misc,Coded,,,,,,,Yes,No,Not adviced,,,,,,,,,,,,,,,,,,,,
Compression,"If yes, how many?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Which level of compression do you use?,Misc,Coded,,,,,,,Knee,Mid thigh,Groin,,,,,,,,,,,,,,,,,,,,
Compression,Do you use compression at night,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,How many hours you retain bandage per day,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Are you washing and disinfecting cloths/Top C net before use?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,If yes how and frequency,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Durability of compression bandages,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you have any difficulty while doing compression,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Do you have any difficulty to purchase medicine or compression material?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,Comment on footwear,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for Intertrigo,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for eczema/itching,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Ointment for excoriation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Do you have ulcer,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How you managed?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Whether hair/nail paring is done periodically,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,"If yes, how many?",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,Frequency,Misc,Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,When was last episode of ADLA?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How many time you had ADLA attack in the last three months?,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entry point care,How you managed?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask patient to list entry points on their limbs,Observation by the patient,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask patient to list entry points on their limbs,Team members observation/comments,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication,Are you taking any oral medication daily,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication,Which medications have been prescribed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oral medication,Dosage of the medications,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet regulation,Are you following any?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet regulation,What are they,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Problems/Complications,Any other?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit,Did you find any benefit from treatment?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit,Any clarifications or doubts?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Procedures practiced,Misc,Coded,,,,,,,Proper,Not Proper,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Knowledge level of treatment,Misc,Coded,,,,,,,Complete,Incomplete,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Knowledge about BEP,Misc,Coded,,,,,,,100%,Less that 100%,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Entry point care,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Patient compliance,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Any observation from patient for the changes in routing treatment,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Counselor's observations,Incharge Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A,Misc,Block,,,,,,"General,Phanta Soaking Details,Pre and post IMLD yoga,IMLD,Compression,Entry point care,Ask patient to list entry points on their limbs,Oral medication,Diet regulation,Problems/Complications,Benefit,Counselor's observations",,,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Patient compliance,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Compression method,Misc,Coded,,,,,,,Proper,Not Proper,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Cloth wrapping,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Compression material,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Toe compression,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Moulds,Misc,Coded,,,,,,,Good,Not Good,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Who is giving compression,Misc,Coded,,,,,,,Bystander,Self,,,,,,,,,,,,,,,,,,,,,
Compression provider's observations,Position of giving compression,Misc,Coded,,,,,,,Sitting,Standing,"Other, specify",,,,,,,,,,,,,,,,,,,,
Compression practice,Techniques of compression bandaging,Misc,Coded,,,,,,,Stockings,Figure of 8,Spiral method,Double layer,Half compression,Full compression,Half and half,Fore foot compression,,,,,,,,,,,,,,,
Compression practice,Placing mould,Misc,Coded,,,,,,,Proper,Not proper,,,,,,,,,,,,,,,,,,,,,
Compression practice,Types of mould used,Misc,Coded,,,,,,,CCF,MCR,Cholky bag,"Other, specify",,,,,,,,,,,,,,,,,,,
Compression practice,Any complication of improper compression?,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Compression plan and advice by the therapist,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression practice,Compression therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART B - Compression Provider's Observations,Misc,Block,,,,,,Compression practice,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice,Thada asana I,Misc,Coded,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Thada asana II ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Thrikona asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Ujjayee (3-5 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Anuloma-viloma (3-5 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Rechaka-kumbhaka (3-5 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Suryabhedana (3-5 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Bhastrika (3-5 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Swasthika asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Vajra asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Padma asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Bheka asana + Makarasana,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Gomukha asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Padanguli namna asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Gulfa namana asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Gulfa chakra asana (10 rounds),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Paschimothana asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Bheka asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Bhujanga asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Matsya asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Prsrutha hastha pada asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Vipareethakarani ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Skanda chakra asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Rajju karshana asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Kashta thakshana asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Greeva sanchalana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Mustika bandha ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Manibandha asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Manibandha chakra asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Kehuni namana asana ,,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Shava asana I (2 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Shava asana II (2 minutes),,,,,,,,,0 - Not adviced,1 - Not able to do yoga exercise,2 - Practicing alternative yoga posture with breathing coordination,"3. Sthithi, order and breathing coordination not proper","4a. Patient is practicing yoga but Sthithi, order is proper but breathing coordination not proper","4b. Patient is practicing yoga but breathing, order is proper but Sthithi not proper","4c. Patient is practicing yoga but breathing, Sthithi is proper but order not proper","5. Sthithi, breathing and order is proper",,,,,,,,,,,,,,,
Yoga practice,Compliance,Misc,Coded,,,,,,,100%-80% Very Good,80%-60% Good,60%-40% Moderate,40%-20% Poor,20%-0% Very poor,,,,,,,,,,,,,,,,,,
Yoga practice,Note,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoga practice,Yoga therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARTC - Yoga Therapist's Observations,,,,,,,,,Yoga practice,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Provided by,Misc,Coded,,,,,,,Bystander,Self,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Method,Misc,Coded,,,,,,,Good,Not good,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Breathing coordination,Misc,Coded,,,,,,,Proper,Not proper,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Amount of oil used,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,How many bottles purchased per month,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Application of ointment,Misc,Coded,,,,,,,Applying,Not applying,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Comment by therapist,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMLD practice,Therapist name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART D - IMLD Provider's Observations,Misc,Block,,,,,,IMLD practice,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Observation,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Suggestions/Medicines prescribed,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part E - Doctor's Observation,Name,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
