Parent,name,class,datatype,units,High Normal,Low Normal,Allow Decimal,locale,synonym.1,answer.1,answer.2,answer.3,answer.4,answer.5,answer.6,answer.7,answer.8,answer.9,answer.10,answer.11,answer.12,shortname,child.1,child.2,child.3,child.4,child.5,child.6,child.7,reference-term-source,reference-term-code,reference-term-relationship
Check for Hyperventilation symptoms during and after yoga,Dizziness,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Fast or deep Breathing,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Shortness of breath,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Difficulty in breathing,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cramps in Hands,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Cold Hand or Feet,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness around mouth,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Palpitation on chest,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Anxiety,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Burping,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Frequent Yawning,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Tightness across Chest,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Bloated Sensation in stomach,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Excessive Sweating,Misc,Coded,,,,,,,Before,After,Both,,,,,,,,,,,,,,,,,,,,
Check for Hyperventilation symptoms during and after yoga,Notes,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Name of oil used for IMLD,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Affected Limb,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Inguinal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Popliteal nodal drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Unmardhana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Udhwarthana,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Coordination of breathing during IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Gulfa Padaabynga,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Drying the oil between folds and toes,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Training the Bystander for IMLD,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Quantity of oil used,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Manual Lymph Drainage,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Others,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Reviewer,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities Of Manual Lymph Drainage Therapist,Describe compression Therapy plan for each day,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activities of compression provider,Affected Limb,Misc,Coded,,,,,,,Right,Left,Both,,,,,,,,,,,,,,,,,,,,
Toe compression,Stretch Bandage,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toe compression,Long stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression material used,Top grip,Misc,Coded,,,,,,,TG 15 cm,TG 10 cm,TG 8 cm,,,,,,,,,,,,,,,,,,,,
Compression material used,Short stretch,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wrapping the limb,Misc,Coded,,,,,,,Cotton Cloth,Top C net,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sponge Moulds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Cholky bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould for Dekinking at folds,Sandwich Mould,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCR Mould,Placement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Bhekasana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Straight leg raising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Lying Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position for bandaging,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toe Circulation testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Changing Of Sponge Moulds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating toe compression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating compression bandaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Educating Sponge cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Check for dryness(Toes & Folds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
